url,category
https://news.gatech.edu/news/2020/04/11/case-diy-masks-slow-coronavirus-spread,health_and_medicine

https://news.gatech.edu/news/2020/04/11/case-diy-masks-slow-coronavirus-spread-0,health_and_medicine

https://news.gatech.edu/news/2020/04/01/sports-key-player-dori-paps-life,business_and_economic_development

https://news.gatech.edu/news/2020/03/27/ilya-kaminsky-wins-anisfield-wolf-book-award-deaf-republic,society_and_culture

https://news.gatech.edu/news/2020/03/25/create-dedicated-pandemic-clinics-now-address-covid-19-0,business_and_economic_development

https://news.gatech.edu/news/2020/03/25/create-dedicated-pandemic-clinics-now-address-covid-19,business_and_economic_development

https://news.gatech.edu/news/2020/03/24/georgia-tech-professor-uses-virtual-reality-move-major-conference-online,science_and_technology

https://news.gatech.edu/news/2020/03/24/georgia-tech-historian-co-authors-book-sports-war-and-pandemic,society_and_culture

https://news.gatech.edu/news/2020/03/12/when-coeds-came-georgia-tech,society_and_culture

https://news.gatech.edu/news/2020/03/10/when-coeds-came-georgia-tech,society_and_culture

https://news.gatech.edu/news/2020/03/10/when-coeds-came-georgia-tech-0,society_and_culture

https://news.gatech.edu/news/2020/03/03/music-technologists-find-inspiration-community-guthman,society_and_culture

https://news.gatech.edu/news/2020/02/25/when-firms-move-appoint-sustainability-executives-investors-take-notice,society_and_culture

https://news.gatech.edu/news/2020/02/03/modify-hurricane-relief-strategies-national-academies-report-recommends,business_and_economic_development

https://news.gatech.edu/news/2020/01/30/stem-diversity-scholarships-subject-husbands-fealing-grant,society_and_culture

https://news.gatech.edu/news/2020/01/08/georgia-tech-professor-produces-nerdiest-study-2019,society_and_culture

https://news.gatech.edu/news/2019/11/26/atlanta-honors-college-namesake-mayor-ivan-allen-jr-through-newly-dedicated-bridge,society_and_culture

https://news.gatech.edu/news/2019/11/22/natural-disasters-contribute-holiday-travel-delays,society_and_culture

https://news.gatech.edu/news/2019/11/20/llya-kaminsky-one-worlds-top-poets-and-he-teaches-georgia-tech,society_and_culture

https://news.gatech.edu/news/2019/11/04/poetrytech-works-increase-diversity-literary-criticism-publishing,society_and_culture

https://news.gatech.edu/news/2019/10/29/us-carbon-and-pollution-emissions-policies-are-air,earth_and_environment

https://news.gatech.edu/news/2019/10/23/study-probes-gender-pay-gaps-us-federal-science-agencies,society_and_culture

https://news.gatech.edu/news/2019/10/07/new-partnership-georgia-state-looks-computing-solutions-social-challenges,society_and_culture

https://news.gatech.edu/news/2019/10/07/georgia-tech-poet-ilya-kaminsky-named-finalist-national-book-award,society_and_culture

https://news.gatech.edu/news/2019/09/24/native-american-ancestors-found-genes-many-us,science_and_technology

https://news.gatech.edu/news/2019/09/18/kaye-husbands-fealing-elected-napa-fellow-keynotes-aaas-fellowship-program,society_and_culture

https://news.gatech.edu/news/2019/09/05/georgia-tech-poet-ilya-kaminsky-awarded-prestigious-academy-american-poets,society_and_culture

https://news.gatech.edu/news/2019/08/09/georgia-tech-aerospace-engineering-graduate-james-mcconville-sworn-armys-top,society_and_culture

https://news.gatech.edu/news/2019/08/09/brook-byers-professor-weissburg-wins-3m-grant-bring-biologically-inspired-design,society_and_culture

https://news.gatech.edu/news/2019/08/01/3m-nsf-project-will-use-natures-designs-spark-high-school-students-interest,society_and_culture

https://news.gatech.edu/news/2019/07/11/new-georgia-tech-study-examines-diversity-social-mistrust,society_and_culture

https://news.gatech.edu/news/2019/06/19/nsf-invests-4-million-big-data-southern-united-states,society_and_culture

https://news.gatech.edu/news/2019/05/16/innovative-career-course-features-cross-cultural-studies-importance-humanities,society_and_culture

https://news.gatech.edu/news/2019/05/13/what-your-face-saying,society_and_culture

https://news.gatech.edu/news/2019/04/24/humantech-symposium-identifies-opportunities-challenges-humanities-technological,science_and_technology

https://news.gatech.edu/news/2019/04/17/isolation-integration,science_and_technology

https://news.gatech.edu/news/2019/04/17/isolation-integration-0,science_and_technology

https://news.gatech.edu/news/2019/04/15/smart-communities-address-transportation-housing-flooding-challenges,science_and_technology

https://news.gatech.edu/news/2019/02/12/mobile-phone-accessibility-improves-gaps-remain-study-finds,society_and_culture

https://news.gatech.edu/news/2019/01/25/judges-finalists-selected-nfl-1st-and-future-super-bowl-event,business_and_economic_development

https://news.gatech.edu/news/2019/01/17/andrew-gillum-deliver-black-history-month-lecture,society_and_culture

https://news.gatech.edu/news/2019/01/17/astronaut-mae-jemison-deliver-mlk-lecture,science_and_technology

